file_name,image_path,cell_number,cell_image_path,label
897hdfhg63.jpg,data/final_data/resized_images/897hdfhg63.jpg,28,data/final_data/grid_cells/897hdfhg63/c28.jpg,no_object
353190.webp,data/final_data/resized_images/353190.webp,1,data/final_data/grid_cells/353190/c01.jpg,no_object
322347.webp,data/final_data/resized_images/322347.webp,38,data/final_data/grid_cells/322347/c38.jpg,no_object
409763.webp,data/final_data/resized_images/409763.webp,47,data/final_data/grid_cells/409763/c47.jpg,no_object
409544.jpeg,data/final_data/resized_images/409544.jpeg,5,data/final_data/grid_cells/409544/c05.jpg,no_object
410127.jpeg,data/final_data/resized_images/410127.jpeg,8,data/final_data/grid_cells/410127/c08.jpg,no_object
409036.webp,data/final_data/resized_images/409036.webp,57,data/final_data/grid_cells/409036/c57.jpg,stump
322356.webp,data/final_data/resized_images/322356.webp,42,data/final_data/grid_cells/322356/c42.jpg,no_object
401962.webp,data/final_data/resized_images/401962.webp,15,data/final_data/grid_cells/401962/c15.jpg,no_object
307620.webp,data/final_data/resized_images/307620.webp,23,data/final_data/grid_cells/307620/c23.jpg,bat
409180.jpeg,data/final_data/resized_images/409180.jpeg,18,data/final_data/grid_cells/409180/c18.jpg,no_object
409892.webp,data/final_data/resized_images/409892.webp,1,data/final_data/grid_cells/409892/c01.jpg,no_object
409477.webp,data/final_data/resized_images/409477.webp,46,data/final_data/grid_cells/409477/c46.jpg,no_object
397092.webp,data/final_data/resized_images/397092.webp,43,data/final_data/grid_cells/397092/c43.jpg,no_object
306975.webp,data/final_data/resized_images/306975.webp,20,data/final_data/grid_cells/306975/c20.jpg,no_object
407980.jpeg,data/final_data/resized_images/407980.jpeg,30,data/final_data/grid_cells/407980/c30.jpg,no_object
96506ea665d3.webp,data/final_data/resized_images/96506ea665d3.webp,39,data/final_data/grid_cells/96506ea665d3/c39.jpg,stump
322323.webp,data/final_data/resized_images/322323.webp,33,data/final_data/grid_cells/322323/c33.jpg,no_object
6116b616c5e1.webp,data/final_data/resized_images/6116b616c5e1.webp,14,data/final_data/grid_cells/6116b616c5e1/c14.jpg,bat
407922.jpeg,data/final_data/resized_images/407922.jpeg,50,data/final_data/grid_cells/407922/c50.jpg,no_object
407901.jpeg,data/final_data/resized_images/407901.jpeg,61,data/final_data/grid_cells/407901/c61.jpg,no_object
408995.webp,data/final_data/resized_images/408995.webp,17,data/final_data/grid_cells/408995/c17.jpg,no_object
409117.jpeg,data/final_data/resized_images/409117.jpeg,7,data/final_data/grid_cells/409117/c07.jpg,no_object
409883.webp,data/final_data/resized_images/409883.webp,45,data/final_data/grid_cells/409883/c45.jpg,no_object
402128.webp,data/final_data/resized_images/402128.webp,14,data/final_data/grid_cells/402128/c14.jpg,no_object
409883.webp,data/final_data/resized_images/409883.webp,26,data/final_data/grid_cells/409883/c26.jpg,ball
354400.webp,data/final_data/resized_images/354400.webp,24,data/final_data/grid_cells/354400/c24.jpg,no_object
409749.webp,data/final_data/resized_images/409749.webp,38,data/final_data/grid_cells/409749/c38.jpg,stump
322348.webp,data/final_data/resized_images/322348.webp,35,data/final_data/grid_cells/322348/c35.jpg,stump
409281.jpeg,data/final_data/resized_images/409281.jpeg,27,data/final_data/grid_cells/409281/c27.jpg,bat
307879.webp,data/final_data/resized_images/307879.webp,55,data/final_data/grid_cells/307879/c55.jpg,no_object
409765.webp,data/final_data/resized_images/409765.webp,19,data/final_data/grid_cells/409765/c19.jpg,no_object
407924.jpeg,data/final_data/resized_images/407924.jpeg,3,data/final_data/grid_cells/407924/c03.jpg,no_object
308869.webp,data/final_data/resized_images/308869.webp,2,data/final_data/grid_cells/308869/c02.jpg,no_object
7101160395018349873_n.jpg,data/final_data/resized_images/7101160395018349873_n.jpg,37,data/final_data/grid_cells/7101160395018349873_n/c37.jpg,no_object
xdb91txmi6mesvl9yx4k.jpeg,data/final_data/resized_images/xdb91txmi6mesvl9yx4k.jpeg,56,data/final_data/grid_cells/xdb91txmi6mesvl9yx4k/c56.jpg,no_object
307965.webp,data/final_data/resized_images/307965.webp,56,data/final_data/grid_cells/307965/c56.jpg,no_object
308389.webp,data/final_data/resized_images/308389.webp,5,data/final_data/grid_cells/308389/c05.jpg,no_object
306299.webp,data/final_data/resized_images/306299.webp,12,data/final_data/grid_cells/306299/c12.jpg,no_object
408738.webp,data/final_data/resized_images/408738.webp,46,data/final_data/grid_cells/408738/c46.jpg,no_object
408989.webp,data/final_data/resized_images/408989.webp,39,data/final_data/grid_cells/408989/c39.jpg,stump
409184.jpeg,data/final_data/resized_images/409184.jpeg,46,data/final_data/grid_cells/409184/c46.jpg,ball
409760.webp,data/final_data/resized_images/409760.webp,26,data/final_data/grid_cells/409760/c26.jpg,no_object
409922.jpeg,data/final_data/resized_images/409922.jpeg,60,data/final_data/grid_cells/409922/c60.jpg,no_object
409093.webp,data/final_data/resized_images/409093.webp,44,data/final_data/grid_cells/409093/c44.jpg,no_object
308860.webp,data/final_data/resized_images/308860.webp,60,data/final_data/grid_cells/308860/c60.jpg,no_object
83e24127dd74.webp,data/final_data/resized_images/83e24127dd74.webp,10,data/final_data/grid_cells/83e24127dd74/c10.jpg,bat
409892.webp,data/final_data/resized_images/409892.webp,42,data/final_data/grid_cells/409892/c42.jpg,no_object
308843.webp,data/final_data/resized_images/308843.webp,2,data/final_data/grid_cells/308843/c02.jpg,no_object
409092.webp,data/final_data/resized_images/409092.webp,54,data/final_data/grid_cells/409092/c54.jpg,no_object
409096.webp,data/final_data/resized_images/409096.webp,52,data/final_data/grid_cells/409096/c52.jpg,no_object
409972.jpeg,data/final_data/resized_images/409972.jpeg,37,data/final_data/grid_cells/409972/c37.jpg,no_object
e93408ad04b7.webp,data/final_data/resized_images/e93408ad04b7.webp,40,data/final_data/grid_cells/e93408ad04b7/c40.jpg,no_object
i.jpeg,data/final_data/resized_images/i.jpeg,31,data/final_data/grid_cells/i/c31.jpg,no_object
409028.webp,data/final_data/resized_images/409028.webp,46,data/final_data/grid_cells/409028/c46.jpg,stump
353190.webp,data/final_data/resized_images/353190.webp,51,data/final_data/grid_cells/353190/c51.jpg,no_object
408995.webp,data/final_data/resized_images/408995.webp,19,data/final_data/grid_cells/408995/c19.jpg,no_object
409306.webp,data/final_data/resized_images/409306.webp,56,data/final_data/grid_cells/409306/c56.jpg,no_object
407924.jpeg,data/final_data/resized_images/407924.jpeg,23,data/final_data/grid_cells/407924/c23.jpg,no_object
408080.jpeg,data/final_data/resized_images/408080.jpeg,44,data/final_data/grid_cells/408080/c44.jpg,no_object
395176.webp,data/final_data/resized_images/395176.webp,55,data/final_data/grid_cells/395176/c55.jpg,no_object
56d519101ca5.webp,data/final_data/resized_images/56d519101ca5.webp,10,data/final_data/grid_cells/56d519101ca5/c10.jpg,no_object
353126.webp,data/final_data/resized_images/353126.webp,33,data/final_data/grid_cells/353126/c33.jpg,no_object
353472.webp,data/final_data/resized_images/353472.webp,12,data/final_data/grid_cells/353472/c12.jpg,no_object
7101160395018349873_n.jpg,data/final_data/resized_images/7101160395018349873_n.jpg,8,data/final_data/grid_cells/7101160395018349873_n/c08.jpg,no_object
375885.webp,data/final_data/resized_images/375885.webp,4,data/final_data/grid_cells/375885/c04.jpg,no_object
55f14ed389b2.webp,data/final_data/resized_images/55f14ed389b2.webp,8,data/final_data/grid_cells/55f14ed389b2/c08.jpg,no_object
409184.jpeg,data/final_data/resized_images/409184.jpeg,7,data/final_data/grid_cells/409184/c07.jpg,no_object
409036.webp,data/final_data/resized_images/409036.webp,62,data/final_data/grid_cells/409036/c62.jpg,no_object
322356.webp,data/final_data/resized_images/322356.webp,61,data/final_data/grid_cells/322356/c61.jpg,stump
410157.jpeg,data/final_data/resized_images/410157.jpeg,27,data/final_data/grid_cells/410157/c27.jpg,no_object
409550.webp,data/final_data/resized_images/409550.webp,29,data/final_data/grid_cells/409550/c29.jpg,no_object
1132922938ee.webp,data/final_data/resized_images/1132922938ee.webp,3,data/final_data/grid_cells/1132922938ee/c03.jpg,no_object
353472.webp,data/final_data/resized_images/353472.webp,50,data/final_data/grid_cells/353472/c50.jpg,no_object
409593.webp,data/final_data/resized_images/409593.webp,46,data/final_data/grid_cells/409593/c46.jpg,no_object
7101160395018349873_n.jpg,data/final_data/resized_images/7101160395018349873_n.jpg,56,data/final_data/grid_cells/7101160395018349873_n/c56.jpg,no_object
353190.webp,data/final_data/resized_images/353190.webp,46,data/final_data/grid_cells/353190/c46.jpg,bat
410158.jpeg,data/final_data/resized_images/410158.jpeg,58,data/final_data/grid_cells/410158/c58.jpg,no_object
409028.webp,data/final_data/resized_images/409028.webp,49,data/final_data/grid_cells/409028/c49.jpg,no_object
407970.jpeg,data/final_data/resized_images/407970.jpeg,35,data/final_data/grid_cells/407970/c35.jpg,no_object
409768.webp,data/final_data/resized_images/409768.webp,51,data/final_data/grid_cells/409768/c51.jpg,no_object
409031.webp,data/final_data/resized_images/409031.webp,30,data/final_data/grid_cells/409031/c30.jpg,no_object
409918.webp,data/final_data/resized_images/409918.webp,44,data/final_data/grid_cells/409918/c44.jpg,no_object
409972.jpeg,data/final_data/resized_images/409972.jpeg,26,data/final_data/grid_cells/409972/c26.jpg,no_object
409116.jpg,data/final_data/resized_images/409116.jpg,21,data/final_data/grid_cells/409116/c21.jpg,no_object
407987.jpeg,data/final_data/resized_images/407987.jpeg,22,data/final_data/grid_cells/407987/c22.jpg,no_object
409763.webp,data/final_data/resized_images/409763.webp,36,data/final_data/grid_cells/409763/c36.jpg,no_object
410006.jpeg,data/final_data/resized_images/410006.jpeg,1,data/final_data/grid_cells/410006/c01.jpg,no_object
409067.webp,data/final_data/resized_images/409067.webp,52,data/final_data/grid_cells/409067/c52.jpg,stump
i.jpeg,data/final_data/resized_images/i.jpeg,20,data/final_data/grid_cells/i/c20.jpg,no_object
409887.webp,data/final_data/resized_images/409887.webp,64,data/final_data/grid_cells/409887/c64.jpg,no_object
306974.webp,data/final_data/resized_images/306974.webp,24,data/final_data/grid_cells/306974/c24.jpg,no_object
409443.webp,data/final_data/resized_images/409443.webp,4,data/final_data/grid_cells/409443/c04.jpg,no_object
407943.jpeg,data/final_data/resized_images/407943.jpeg,63,data/final_data/grid_cells/407943/c63.jpg,no_object
407980.jpeg,data/final_data/resized_images/407980.jpeg,58,data/final_data/grid_cells/407980/c58.jpg,no_object
353472.webp,data/final_data/resized_images/353472.webp,36,data/final_data/grid_cells/353472/c36.jpg,stump
bowled.jpg,data/final_data/resized_images/bowled.jpg,8,data/final_data/grid_cells/bowled/c08.jpg,no_object
409031.webp,data/final_data/resized_images/409031.webp,40,data/final_data/grid_cells/409031/c40.jpg,bat
276464.webp,data/final_data/resized_images/276464.webp,63,data/final_data/grid_cells/276464/c63.jpg,no_object
398279.webp,data/final_data/resized_images/398279.webp,52,data/final_data/grid_cells/398279/c52.jpg,stump
409750.webp,data/final_data/resized_images/409750.webp,20,data/final_data/grid_cells/409750/c20.jpg,no_object
410102.jpeg,data/final_data/resized_images/410102.jpeg,44,data/final_data/grid_cells/410102/c44.jpg,no_object
409767.webp,data/final_data/resized_images/409767.webp,29,data/final_data/grid_cells/409767/c29.jpg,no_object
409857.webp,data/final_data/resized_images/409857.webp,38,data/final_data/grid_cells/409857/c38.jpg,no_object
288748.webp,data/final_data/resized_images/288748.webp,52,data/final_data/grid_cells/288748/c52.jpg,no_object
eabbb4a10004.webp,data/final_data/resized_images/eabbb4a10004.webp,35,data/final_data/grid_cells/eabbb4a10004/c35.jpg,no_object
bedd9c78e4b1.webp,data/final_data/resized_images/bedd9c78e4b1.webp,46,data/final_data/grid_cells/bedd9c78e4b1/c46.jpg,no_object
410102.jpeg,data/final_data/resized_images/410102.jpeg,8,data/final_data/grid_cells/410102/c08.jpg,no_object
409251.jpeg,data/final_data/resized_images/409251.jpeg,2,data/final_data/grid_cells/409251/c02.jpg,no_object
410006.jpeg,data/final_data/resized_images/410006.jpeg,61,data/final_data/grid_cells/410006/c61.jpg,no_object
407970.jpeg,data/final_data/resized_images/407970.jpeg,47,data/final_data/grid_cells/407970/c47.jpg,no_object
400423.webp,data/final_data/resized_images/400423.webp,14,data/final_data/grid_cells/400423/c14.jpg,no_object
409575.webp,data/final_data/resized_images/409575.webp,8,data/final_data/grid_cells/409575/c08.jpg,no_object
408990.webp,data/final_data/resized_images/408990.webp,64,data/final_data/grid_cells/408990/c64.jpg,no_object
409812.webp,data/final_data/resized_images/409812.webp,22,data/final_data/grid_cells/409812/c22.jpg,no_object
408315.jpeg,data/final_data/resized_images/408315.jpeg,23,data/final_data/grid_cells/408315/c23.jpg,no_object
107384394.jpg,data/final_data/resized_images/107384394.jpg,4,data/final_data/grid_cells/107384394/c04.jpg,no_object
408998.webp,data/final_data/resized_images/408998.webp,40,data/final_data/grid_cells/408998/c40.jpg,no_object
409301.jpeg,data/final_data/resized_images/409301.jpeg,5,data/final_data/grid_cells/409301/c05.jpg,no_object
e93408ad04b7.webp,data/final_data/resized_images/e93408ad04b7.webp,50,data/final_data/grid_cells/e93408ad04b7/c50.jpg,no_object
409180.jpeg,data/final_data/resized_images/409180.jpeg,53,data/final_data/grid_cells/409180/c53.jpg,no_object
409871.webp,data/final_data/resized_images/409871.webp,23,data/final_data/grid_cells/409871/c23.jpg,no_object
409025.webp,data/final_data/resized_images/409025.webp,36,data/final_data/grid_cells/409025/c36.jpg,no_object
397092.webp,data/final_data/resized_images/397092.webp,56,data/final_data/grid_cells/397092/c56.jpg,no_object
407987.jpeg,data/final_data/resized_images/407987.jpeg,43,data/final_data/grid_cells/407987/c43.jpg,no_object
408998.webp,data/final_data/resized_images/408998.webp,14,data/final_data/grid_cells/408998/c14.jpg,ball
409088.webp,data/final_data/resized_images/409088.webp,24,data/final_data/grid_cells/409088/c24.jpg,no_object
410102.jpeg,data/final_data/resized_images/410102.jpeg,50,data/final_data/grid_cells/410102/c50.jpg,no_object
299754.webp,data/final_data/resized_images/299754.webp,7,data/final_data/grid_cells/299754/c07.jpg,no_object
409834.webp,data/final_data/resized_images/409834.webp,11,data/final_data/grid_cells/409834/c11.jpg,no_object
410017.jpeg,data/final_data/resized_images/410017.jpeg,3,data/final_data/grid_cells/410017/c03.jpg,no_object
409477.webp,data/final_data/resized_images/409477.webp,37,data/final_data/grid_cells/409477/c37.jpg,no_object
296656.webp,data/final_data/resized_images/296656.webp,62,data/final_data/grid_cells/296656/c62.jpg,no_object
93f64520a55f.webp,data/final_data/resized_images/93f64520a55f.webp,15,data/final_data/grid_cells/93f64520a55f/c15.jpg,no_object
397627.webp,data/final_data/resized_images/397627.webp,40,data/final_data/grid_cells/397627/c40.jpg,no_object
408171.jpeg,data/final_data/resized_images/408171.jpeg,64,data/final_data/grid_cells/408171/c64.jpg,no_object
409050.webp,data/final_data/resized_images/409050.webp,39,data/final_data/grid_cells/409050/c39.jpg,no_object
409544.jpeg,data/final_data/resized_images/409544.jpeg,17,data/final_data/grid_cells/409544/c17.jpg,no_object
409593.webp,data/final_data/resized_images/409593.webp,14,data/final_data/grid_cells/409593/c14.jpg,bat
409686.jpeg,data/final_data/resized_images/409686.jpeg,31,data/final_data/grid_cells/409686/c31.jpg,bat
409348.jpeg,data/final_data/resized_images/409348.jpeg,3,data/final_data/grid_cells/409348/c03.jpg,no_object
409443.webp,data/final_data/resized_images/409443.webp,35,data/final_data/grid_cells/409443/c35.jpg,no_object
1fb93095dc34.webp,data/final_data/resized_images/1fb93095dc34.webp,39,data/final_data/grid_cells/1fb93095dc34/c39.jpg,bat
409507.webp,data/final_data/resized_images/409507.webp,59,data/final_data/grid_cells/409507/c59.jpg,no_object
410158.jpeg,data/final_data/resized_images/410158.jpeg,29,data/final_data/grid_cells/410158/c29.jpg,no_object
257616.webp,data/final_data/resized_images/257616.webp,10,data/final_data/grid_cells/257616/c10.jpg,no_object
i.jpeg,data/final_data/resized_images/i.jpeg,7,data/final_data/grid_cells/i/c07.jpg,no_object
308848.webp,data/final_data/resized_images/308848.webp,34,data/final_data/grid_cells/308848/c34.jpg,no_object
409092.webp,data/final_data/resized_images/409092.webp,12,data/final_data/grid_cells/409092/c12.jpg,no_object
308860.webp,data/final_data/resized_images/308860.webp,2,data/final_data/grid_cells/308860/c02.jpg,no_object
275605.webp,data/final_data/resized_images/275605.webp,45,data/final_data/grid_cells/275605/c45.jpg,no_object
409443.webp,data/final_data/resized_images/409443.webp,40,data/final_data/grid_cells/409443/c40.jpg,no_object
407970.jpeg,data/final_data/resized_images/407970.jpeg,44,data/final_data/grid_cells/407970/c44.jpg,no_object
306974.webp,data/final_data/resized_images/306974.webp,54,data/final_data/grid_cells/306974/c54.jpg,no_object
410102.jpeg,data/final_data/resized_images/410102.jpeg,27,data/final_data/grid_cells/410102/c27.jpg,ball
409550.webp,data/final_data/resized_images/409550.webp,32,data/final_data/grid_cells/409550/c32.jpg,no_object
409364.jpeg,data/final_data/resized_images/409364.jpeg,50,data/final_data/grid_cells/409364/c50.jpg,no_object
82c3ea87e047.jpg,data/final_data/resized_images/82c3ea87e047.jpg,1,data/final_data/grid_cells/82c3ea87e047/c01.jpg,no_object
262299.webp,data/final_data/resized_images/262299.webp,30,data/final_data/grid_cells/262299/c30.jpg,no_object
397128.webp,data/final_data/resized_images/397128.webp,38,data/final_data/grid_cells/397128/c38.jpg,no_object
409301.jpeg,data/final_data/resized_images/409301.jpeg,16,data/final_data/grid_cells/409301/c16.jpg,no_object
353277.webp,data/final_data/resized_images/353277.webp,39,data/final_data/grid_cells/353277/c39.jpg,bat
409531.webp,data/final_data/resized_images/409531.webp,51,data/final_data/grid_cells/409531/c51.jpg,no_object
408989.webp,data/final_data/resized_images/408989.webp,24,data/final_data/grid_cells/408989/c24.jpg,no_object
408104.jpeg,data/final_data/resized_images/408104.jpeg,33,data/final_data/grid_cells/408104/c33.jpg,no_object
354403.webp,data/final_data/resized_images/354403.webp,47,data/final_data/grid_cells/354403/c47.jpg,no_object
408104.jpeg,data/final_data/resized_images/408104.jpeg,5,data/final_data/grid_cells/408104/c05.jpg,ball
409746.webp,data/final_data/resized_images/409746.webp,28,data/final_data/grid_cells/409746/c28.jpg,no_object
408171.jpeg,data/final_data/resized_images/408171.jpeg,15,data/final_data/grid_cells/408171/c15.jpg,no_object
7101160395018349873_n.jpg,data/final_data/resized_images/7101160395018349873_n.jpg,17,data/final_data/grid_cells/7101160395018349873_n/c17.jpg,no_object
409003.webp,data/final_data/resized_images/409003.webp,42,data/final_data/grid_cells/409003/c42.jpg,no_object
113af926a798.webp,data/final_data/resized_images/113af926a798.webp,39,data/final_data/grid_cells/113af926a798/c39.jpg,no_object
407987.jpeg,data/final_data/resized_images/407987.jpeg,10,data/final_data/grid_cells/407987/c10.jpg,no_object
408580.jpeg,data/final_data/resized_images/408580.jpeg,38,data/final_data/grid_cells/408580/c38.jpg,no_object
353472.webp,data/final_data/resized_images/353472.webp,34,data/final_data/grid_cells/353472/c34.jpg,no_object
308195.webp,data/final_data/resized_images/308195.webp,43,data/final_data/grid_cells/308195/c43.jpg,stump
409972.jpeg,data/final_data/resized_images/409972.jpeg,57,data/final_data/grid_cells/409972/c57.jpg,no_object
409348.jpeg,data/final_data/resized_images/409348.jpeg,29,data/final_data/grid_cells/409348/c29.jpg,no_object
409443.webp,data/final_data/resized_images/409443.webp,9,data/final_data/grid_cells/409443/c09.jpg,no_object
306797.webp,data/final_data/resized_images/306797.webp,8,data/final_data/grid_cells/306797/c08.jpg,no_object
353126.webp,data/final_data/resized_images/353126.webp,48,data/final_data/grid_cells/353126/c48.jpg,no_object
409025.webp,data/final_data/resized_images/409025.webp,49,data/final_data/grid_cells/409025/c49.jpg,no_object
409507.webp,data/final_data/resized_images/409507.webp,15,data/final_data/grid_cells/409507/c15.jpg,no_object
306965.webp,data/final_data/resized_images/306965.webp,32,data/final_data/grid_cells/306965/c32.jpg,no_object
397027.webp,data/final_data/resized_images/397027.webp,16,data/final_data/grid_cells/397027/c16.jpg,no_object
408652.jpeg,data/final_data/resized_images/408652.jpeg,44,data/final_data/grid_cells/408652/c44.jpg,bat
1741087887458.webp,data/final_data/resized_images/1741087887458.webp,22,data/final_data/grid_cells/1741087887458/c22.jpg,no_object
897hdfhg63.jpg,data/final_data/resized_images/897hdfhg63.jpg,1,data/final_data/grid_cells/897hdfhg63/c01.jpg,no_object
83e24127dd74.webp,data/final_data/resized_images/83e24127dd74.webp,7,data/final_data/grid_cells/83e24127dd74/c07.jpg,no_object
409028.webp,data/final_data/resized_images/409028.webp,39,data/final_data/grid_cells/409028/c39.jpg,no_object
353472.webp,data/final_data/resized_images/353472.webp,4,data/final_data/grid_cells/353472/c04.jpg,no_object
6116b616c5e1.webp,data/final_data/resized_images/6116b616c5e1.webp,56,data/final_data/grid_cells/6116b616c5e1/c56.jpg,no_object
306975.webp,data/final_data/resized_images/306975.webp,13,data/final_data/grid_cells/306975/c13.jpg,no_object
409006.webp,data/final_data/resized_images/409006.webp,21,data/final_data/grid_cells/409006/c21.jpg,no_object
325833.webp,data/final_data/resized_images/325833.webp,15,data/final_data/grid_cells/325833/c15.jpg,no_object
408312.jpeg,data/final_data/resized_images/408312.jpeg,18,data/final_data/grid_cells/408312/c18.jpg,bat
409762.webp,data/final_data/resized_images/409762.webp,42,data/final_data/grid_cells/409762/c42.jpg,stump
296656.webp,data/final_data/resized_images/296656.webp,29,data/final_data/grid_cells/296656/c29.jpg,no_object
408312.jpeg,data/final_data/resized_images/408312.jpeg,5,data/final_data/grid_cells/408312/c05.jpg,no_object
409939.jpeg,data/final_data/resized_images/409939.jpeg,22,data/final_data/grid_cells/409939/c22.jpg,no_object
408993.webp,data/final_data/resized_images/408993.webp,9,data/final_data/grid_cells/408993/c09.jpg,no_object
96506ea665d3.webp,data/final_data/resized_images/96506ea665d3.webp,5,data/final_data/grid_cells/96506ea665d3/c05.jpg,no_object
408998.webp,data/final_data/resized_images/408998.webp,11,data/final_data/grid_cells/408998/c11.jpg,no_object
407980.jpeg,data/final_data/resized_images/407980.jpeg,55,data/final_data/grid_cells/407980/c55.jpg,no_object
28448222576c.webp,data/final_data/resized_images/28448222576c.webp,10,data/final_data/grid_cells/28448222576c/c10.jpg,no_object
306797.webp,data/final_data/resized_images/306797.webp,34,data/final_data/grid_cells/306797/c34.jpg,no_object
375885.webp,data/final_data/resized_images/375885.webp,12,data/final_data/grid_cells/375885/c12.jpg,no_object
